gene,N,intercept,slope,min x,max x,R2,
FPR2,27,0.0245561713814,0.0016036991536476327,1.225144602,351.7713671,0.766120576621,
TNIP3,24,0.190395840695,0.0018935005472035787,49.68035427,295.5419238,0.456741224748,
NCOA7,24,0.170335670013,0.0008093870671293695,2.81501397,115.0429562,0.0748709005918,
TNFAIP3,26,0.0325461485137,0.005586586744051787,6.494521811,236.9251695,0.737758226302,
ELL2,26,0.155246276258,0.0036176464230347587,8.791603958,104.4312538,0.328363616036,
PTTG1,24,0.0913965487671,0.002297110876410973,15.15677664,358.3781253,0.754322672958,
MX1,26,0.0611633176955,0.0009850754608863896,1.253345734,1289.977431,0.753882401686,
RILPL2,27,0.113830115027,0.0020306352841068793,21.14815743,276.007845,0.5312848436,
CCL5,26,0.0299673471959,8.339574159758367e-05,85.2623608,36228.80784,0.840364169881,
CAR2,24,0.039217526192,0.0008372786095351363,4.3745022,180.7125929,0.505180896787,
TNF,26,0.0751274688493,0.0008451857071651955,7.80356661,1118.170156,0.54285293469,
SWAP70,24,0.0831754352537,0.002556360934840188,10.34870316,100.5991945,0.408544129343,
IRF8,25,0.0720842030296,0.0020059350269737795,6.036816109,180.6734292,0.591072726259,
TRAF1,27,0.10093420743,0.001810317752280194,3.667341606,195.8524829,0.437452073076,
PPP1CB,24,0.265206164765,0.0016539951042374632,21.62801838,129.437785,0.0902449362535,
SERPINB9,25,0.0508859826254,0.0008138520370304472,0.809787874,182.1440782,0.473117419328,
RBM7,25,0.164077559492,0.0016237297155757876,42.31655679,212.2646558,0.250959503258,
9430076C15RIK,26,0.14422917445,0.002474425887266498,9.168059034,136.2422377,0.398575445735,
H2-Q7,25,0.0870677257824,0.0015504325585644586,9.755898666,242.2620781,0.615572865608,
MALT1,24,0.186768588536,0.0028490738020964293,32.61070913,295.2904535,0.391307061766,
AK217941,21,0.118437463115,0.0006889188138854677,0.816384565,335.9797982,0.158268152366,
KTN1,26,0.0952274456127,0.0034883174271677,7.380426176,114.3007168,0.509564199384,
HSPA5,25,0.232389100281,0.0018153601248389255,123.882337,641.2346215,0.453856130971,
MYD88,27,0.135136171962,0.0018307768887541019,8.73554278,171.2123182,0.323857912849,
TAPBP,23,0.474705483362,0.0023280561794314252,24.40501219,274.5723972,0.270680459646,
MKIAA1673,27,0.0749880026165,0.0046726980590146815,5.513974481,108.7249897,0.590710083802,
IFRD1,25,0.0855112147124,0.002061670414570129,13.57050626,244.109969,0.405228492755,
CASP1,26,0.120170975623,0.0015328660772113668,34.67988036,200.8684303,0.37258519708,
IFI203,27,0.0617532848965,0.004003100805858872,7.858284383,227.3443242,0.753907569675,
IRF1,26,0.0861864702653,0.002016369748716088,2.859583836,312.4415865,0.628971877,
TNFRSF1B,27,0.22176578105,0.002771120109131461,36.78367614,288.3277288,0.493406989133,
A130040M12RIK,24,0.11894051229,0.0032888987331074937,39.70640877,349.7800197,0.63536668976,
PNP,27,0.0521217314109,0.003885736682648839,32.04943129,450.6589159,0.646775577366,
SP140,27,0.203122130604,0.002828647222386404,27.97084275,476.1354335,0.590085838406,
BHLHE40,28,0.1827362244,0.0019649821381161007,35.46205608,285.2081199,0.244242009013,
CXCL16,28,0.282695527099,0.0014809674497837247,65.36704515,686.4469125,0.431796963142,
MAP2K1,27,0.105757871819,0.003483106413415514,8.370623148,115.703811,0.388204907391,
RASGEF1B,25,0.0811350027307,0.0025079996448029132,8.191693203,113.6999614,0.471070733432,
CDKN1A,27,0.438063442235,0.0012463208793259772,78.15019101,753.5442568,0.328277953715,
SGK1,25,0.0193670196485,0.0018447291378564537,67.50122169,422.1763294,0.76562192081,
OAS1A,24,0.078088539805,0.002606028320721875,4.797337565,265.5731252,0.596448958819,
SQSTM1,26,0.236500925334,0.0010670373145322055,117.1580775,1170.392984,0.428575468653,
RNF19B,26,0.16886559049,0.002651784669398035,15.38339102,127.4720585,0.35666796144,
SLC7A11,26,0.697348371387,0.001419010251312296,53.84383358,399.1944563,0.0466960943701,
CD83,24,0.0518008476748,0.0009323705211496194,3.580232215,343.40274,0.571046415663,
SAMSN1,27,0.167102080429,0.0009432901247978674,26.56185184,556.5760669,0.500019807693,
MED21,25,0.120637567886,0.0006420512763693503,26.30097569,101.8726211,0.0668198300083,
HK2,26,0.164819540823,0.002890521529949477,10.70815459,203.9101922,0.318166883546,
PARP14,27,0.0401670299123,0.004433278512943196,3.832492421,280.6774234,0.760252826506,
GM6377,26,0.0815418317139,0.00283960219721377,1.694857543,102.6444439,0.388032760957,
CCL22,26,0.0486275552467,0.0001124238482763275,15.42650766,4302.820926,0.535716768096,
BTG1,25,0.994260362155,0.0007320965709206183,382.5539639,3860.74923,0.151249256479,
PDPN,26,0.0915193477104,0.0010929766601938287,9.094252871,391.616534,0.360341857867,
SOD2,27,0.300956818911,0.003486936763269579,31.74647154,444.6192375,0.439035625703,
MNDAL,27,0.053379778235,0.002347254642689898,19.23390305,485.272067,0.753080458202,
CXCL2,28,0.15190186272,0.00053851221267189,35.0605993,2453.064254,0.503008831073,
PELI1,27,0.0773710538861,0.006507303804469753,3.663753474,120.2340486,0.6842301012,
NCK1,28,0.0771162171838,0.002394675496099204,17.64549912,126.3006636,0.467616398494,
GADD45B,26,0.0757876406789,0.004040183259068531,8.320441544,293.907564,0.720079454008,
PSME2,27,0.423194404523,0.0007820121482812544,172.8167773,1525.938294,0.385644216356,
CD14,26,0.416901805098,0.00034713473972013923,58.24739385,2054.891896,0.224301638703,
LGALS3BP,28,0.107107529736,0.0025611163176858104,12.44831419,301.0709388,0.637328024737,
CLEC4D,25,0.209925189138,0.0009301334064679311,59.08861713,453.4154465,0.275686178005,
SNX10,27,0.346692033596,0.0019063146236579784,40.19046883,257.0834975,0.135613361549,
BTG2,24,0.0871221224155,0.002080108066018095,5.133185377,123.2589256,0.193003620726,
NFKB1,26,0.130823701905,0.0029546715380184357,15.90076256,264.2909023,0.492293538319,
PSMB9,25,0.086612850053,0.0021052514035127903,24.82346993,236.7448003,0.535377958956,
RNASET2A,27,0.0829673221166,0.00219196006785008,20.13686317,324.7914441,0.627230221402,
P2RY14,26,0.14233556567,0.001319010621096301,34.66361059,233.6540698,0.224507955792,
RNF114,28,0.0753746243102,0.0018399075250027752,13.09589227,216.1174845,0.518130429087,
TMEM219,28,0.131249061984,0.001716065224603663,34.60751136,228.0386592,0.278429988467,
LY6C2,27,0.0316841168212,0.0005242891572336675,0.783189852,130.8473294,0.427307208771,
IL12B,23,0.0268512100688,0.00024283534338670015,1.46978326,1714.33592,0.793481301543,
F10,26,0.119589976262,0.0012008866558303678,44.38267599,292.8289276,0.327980345139,
CASP7,25,0.133736813957,0.0006678608888133228,16.68271986,120.2972008,0.0324955694415,
MDM2,28,0.0924571780677,0.0020051188615746564,31.05696343,182.3345391,0.388553821738,
KLF6,27,0.665535421621,0.0014435865635321137,82.00303131,311.2830952,0.0580346496279,
NUPR1,25,0.0843632791457,0.0006032089465919558,23.78183363,552.8390059,0.438333628692,
CASP11,27,0.0657963332341,0.0019913914276026646,9.020057137,396.985878,0.710295888736,
2810474O19RIK,27,0.263646369306,0.004195001749922588,19.7829754,205.999925,0.368737983391,
HCK,28,0.0580036478834,0.003645831620141201,8.230226392,101.003026,0.4986864537,
RAB8B,28,0.652634050999,0.0015413254094408598,86.17604296,420.2185868,0.107660749696,
BCL2A1D,28,0.608992263677,0.0009815049274364397,305.4748463,2835.777099,0.332452246394,
STXBP3A,26,0.160072223408,0.002570583263862387,19.49679165,175.3852815,0.339750751533,
PFKP,26,0.135903949257,0.0032140348004232764,29.42172358,207.1631753,0.464981766648,
TANK,27,0.20134939782,0.001568936690964616,51.21099208,350.0136063,0.400872954182,
TGIF1,27,0.113006970267,0.001865477907281956,31.96830806,212.7969425,0.32872810039,
PPP1R15A,25,0.0929811006732,0.001773456875863879,20.80138101,195.0238449,0.3550095477,
SEPW1,26,0.329470428358,0.0020017046937101904,147.4769621,457.2893198,0.259878998757,
PLAUR,26,0.104275806041,0.0014306116439074296,60.32660606,641.3538788,0.546370984027,
H2-M2,26,-0.0324600444306,0.0005018749852407061,54.82361076,1751.150627,0.676866776497,
BATF,25,0.0227063126788,0.0019598190879059722,5.976636213,124.3237676,0.637727922496,
NUP62-IL4I1,26,0.000211621547876,0.0015694547793517115,0.214756711,248.5634034,0.759598080597,
TNFAIP2,26,0.421345754387,0.0018820476382340012,64.72994951,676.922913,0.421917019733,
FNDC3A,25,0.180914154143,0.0025963857172449276,24.12376065,104.9737596,0.151445669489,
TREX1,28,-0.0125006212641,0.0019338166708507542,11.83578937,713.8862914,0.790353924045,
RAB9,27,0.135285172611,0.00178280866135879,26.21540909,141.4568297,0.164828529017,
BCL2A1A,28,0.519602916905,0.0012136505620267738,211.5560898,1896.055111,0.356192005748,
PDE4B,25,0.151789887089,0.0035639468855174234,6.258815319,136.0188038,0.368769574306,
PIK3R5,24,0.249450821248,0.0031918780353238987,22.15036045,103.6571582,0.247486689921,
RND3,27,0.0793947875132,0.004805477628328963,0.395136232,100.4963135,0.533874128042,
CD44,26,0.397348614047,0.0023542138608936684,109.0494739,483.7026749,0.282675534339,
AK172683,27,0.0228629349404,0.008904734524863523,1.013089573,102.4393781,0.733620717999,
ARL5C,27,0.234708784638,0.0013442276248211797,12.91556676,154.0320911,0.122665574938,
IER3,25,0.0474029599204,0.0020961289849224505,8.503452813,123.4970352,0.384924578196,
GTF2B,26,0.00499083204375,0.0030397473407525726,51.96900076,222.0251541,0.506828922789,
ANXA7,27,0.11818734037,0.0032966062118927335,27.39349392,152.4760738,0.381298237625,
TXNRD1,26,0.115027595565,0.006350958804635329,20.44121231,221.4372012,0.383866972693,
HIF1A,27,0.10167804812,0.006164912049503142,24.16872095,102.0738806,0.283066997234,
MARCKSL1,26,0.0799684722833,0.002232950779752621,2.768367722,274.6331924,0.551625439988,
PLK2,26,-0.0186731002771,0.003907162726138237,12.48374409,370.0074101,0.774422833538,
CFLAR,27,0.0198315402732,0.0053623661293625054,25.16888324,367.9996991,0.682602223796,
G530011O06RIK,26,0.0566937231608,0.0022202527006869354,2.49377209,160.9324126,0.539627571821,
B3GNT2,26,0.18496490895,0.0012803591154413381,11.83610278,115.456188,0.0322548564904,
MTPN,27,0.459841788019,0.002509173408018226,73.60843647,394.9920225,0.243633833351,
PSMB10,25,0.20774143738,0.0019053836813421481,21.71563952,199.5318575,0.131976513708,
PTPRE,26,0.197580111129,0.0029043226327607296,11.81912388,103.8305497,0.100882128277,
MKIAA0694,26,0.173856964163,0.002869593941328148,13.22111924,132.9133413,0.272150054538,
OLR1,28,0.0719395575295,0.002688457631023459,1.437464602,119.6587006,0.528141064837,
CCNL1,28,0.27126022412,0.0028931050864907095,34.81023523,184.0811706,0.223744156036,
AA467197,27,0.531764924479,0.0004332660797574539,201.1476364,3578.303099,0.341892866581,
DNAJB6,27,0.417767150415,0.0008672688608082238,67.01925862,225.4325542,0.0207331079272,
EHD1,27,0.118138547621,0.00604823901937249,12.29686862,162.7389206,0.435052682805,
H3F3B,24,0.751869126539,0.0009330440520636821,268.9212818,1274.95302,0.157072915074,
SLC15A3,27,0.189503281166,0.002554470725666464,56.79432339,289.1292096,0.176676781126,
NFKBIB,25,0.0764940192919,0.0031830544130112028,19.86549468,159.9869817,0.486314479428,
JAK2,27,0.138152220725,0.0037670509472110627,5.459177294,154.6707127,0.277993707084,
PLEK,28,0.0508398036427,0.0023736753629827927,61.1543242,1071.466781,0.498266998046,
RAP1B,28,0.254671871347,0.0021448279016274426,118.4477858,417.8632517,0.231173668303,
SLC3A2,26,0.46863503531,0.0016957817650698676,76.09824227,349.0980853,0.0856995690292,
PGAP2,27,0.052364907412,0.0021030387430455207,14.28351144,195.8478923,0.42491968091,
ALCAM,26,0.203440149613,0.00639664538927835,28.69187084,119.7824323,0.234124819548,
UBC,28,0.500464180409,0.00031007216285512353,726.1925574,4214.769926,0.218645932671,
TFG,26,0.0692606503524,0.003375202089353238,41.08790951,146.0361761,0.406218743404,
PILRA,26,0.0819321682412,0.0035368640452820193,14.29728346,165.8429929,0.367593200022,
PSME1,28,0.454587803762,0.0008411210524238384,110.2064625,736.4083473,0.17126050213,
